#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	ADS	(a5)	Aitken's Double Star Catalog (ADS) designation	[ucd=meta.id]
#Column	VarID	(a9)	Variable star identification	[ucd=meta.id]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
RAJ2000	DEJ2000	HR	Name	HD	ADS	VarID	Vmag	B-V	SpType
063.213333	+22.413611	1297	          	 26571	     	         	 6.12	 0.19	  B9IIIp:Si:
062.966250	 -6.837500	1298	 38Omi1Eri	 26574	     	Omi1 Eri 	 4.04	 0.33	  F2II-III
062.690833	-35.273889	1299	          	 26575	     	         	 6.44	 1.07	  K1+IIIaCH-1.5
062.900833	-20.356111	1300	          	 26591	     	         	 5.79	 0.18	  A2m
063.498333	+37.966944	1301	          	 26605	     	         	 6.45	     	  G9III
062.710833	-41.993611	1302	   Del Hor	 26612	     	         	 4.93	 0.33	  A9V
063.724583	+48.409444	1303	 51Mu  Per	 26630	 3071	 1518    	 4.14	 0.95	  G0Ib
067.500417	+83.340556	1304	          	 26659	     	         	 5.46	 0.87	  G8III
064.223333	+61.850278	1305	          	 26670	     	         	 5.70	-0.14	  B5Vn
063.722083	+40.483611	1306	 52    Per	 26673	     	         	 4.71	 1.01	  G5Ib+A2V
063.395000	+10.212222	1307	          	 26676	     	         	 6.23	 0.05	  B8Vn
063.380417	 +8.890556	1308	          	 26677	 3063	         	 6.51	 0.16	  A2m
063.387917	 +7.716111	1309	 46    Tau	 26690	 3064	         	 5.29	 0.36	  F2V+F5V
063.457917	+12.753333	1310	          	 26703	     	         	 6.25	 1.16	  K0
063.485000	 +9.263611	1311	 47    Tau	 26722	 3072	         	 4.84	 0.80	  G5III+A7V?
063.409167	 -1.149722	1312	          	 26739	     	         	 6.44	-0.13	  B5IV
064.284167	+57.860556	1313	          	 26755	     	         	 5.71	 1.09	  K1III
064.179583	+53.611944	1314	          	 26764	     	         	 5.19	 0.05	  A2Vn
063.651250	+10.011111	1315	          	 26793	     	         	 5.22	-0.10	  B9Vn
063.131667	-44.368333	1316	          	 26820	     	         	 6.71	 1.48	  K3-4III
066.761667	+80.824167	1317	          	 26836	     	         	 5.43	 1.17	 gG6
063.598750	-10.256389	1318	 39    Eri	 26846	 3079	         	 4.87	 1.17	  K3III
063.942917	+15.400556	1319	 48    Tau	 26911	     	 1537    	 6.32	 0.40	  F5V
063.883750	 +8.892222	1320	 49Mu  Tau	 26912	     	         	 4.29	-0.06	  B3IV
063.857500	 +6.199722	1321	          	 26913	 3085	V891 Tau 	 6.93	 0.70	  G5IV
063.871667	 +6.186667	1322	          	 26923	 3085	V774 Tau 	 6.31	 0.59	  G0IV
063.398750	-40.357778	1323	          	 26927	     	         	 6.37	 1.46	  K3III
064.560833	+50.295556	1324	          	 26961	     	b Per    	 4.61	 0.04	  A2V
063.817917	 -7.652778	1325	 40Omi2Eri	 26965	 3093	DY Eri   	 4.43	 0.82	  K1-V
063.500417	-42.294444	1326	   Alp Hor	 26967	     	         	 3.86	 1.10	  K1III
065.167917	+65.140556	1327	          	 27022	     	         	 5.27	 0.81	  G5IIb
064.534167	+42.141111	1328	          	 27026	     	         	 6.22	-0.08	  B9V
064.315000	+20.578611	1329	 50Ome2Tau	 27045	     	Var?     	 4.94	 0.26	  A3m
064.805417	+50.048889	1330	          	 27084	     	         	 5.45	 0.22	  A7V
064.596667	+21.579167	1331	 51    Tau	 27176	     	         	 5.65	 0.28	  F0V
064.330000	 -6.471944	1332	          	 27179	     	         	 5.94	 1.08	 gG8
065.047917	+50.920833	1333	          	 27192	     	 1550    	 5.55	-0.01	  B1.5IV
064.602083	 +9.486667	1334	          	 27236	     	         	 6.54	 0.16	  A4III
065.448333	+60.735556	1335	          	 27245	     	 1558    	 5.39	 1.49	  M0III
063.606250	-62.473889	1336	   Alp Ret	 27256	     	         	 3.35	 0.91	  G8II-III
065.060000	+41.808056	1337	          	 27278	     	         	 5.92	 0.94	  K0III
064.006667	-51.486667	1338	   Gam Dor	 27290	     	Gam Dor  	 4.25	 0.30	  F4III
064.858750	+21.142222	1339	 53    Tau	 27295	     	         	 5.35	-0.08	  B9IV
063.702917	-62.191944	1340	          	 27304	     	         	 5.45	 1.10	  K0III
064.902917	+21.773611	1341	 56    Tau	 27309	     	V724 Tau 	 5.38	-0.14	  A0pSi
065.465833	+56.506667	1342	          	 27322	     	         	 5.88	     	  A3V
065.102500	+34.566667	1343	 54    Per	 27348	     	         	 4.93	 0.94	  G8III
065.041667	+31.953333	1344	          	 27349	     	         	 6.16	 1.71	  K5
064.566250	-20.715556	1345	          	 27362	     	 1548    	 6.00	 1.67	  G8III
064.948333	+15.627500	1346	 54Gam Tau	 27371	     	 1553    	 3.65	 0.99	  K0-IIIabCN1
064.473750	-33.798333	1347	 41Ups4Eri	 27376	     	Var      	 3.56	-0.12	  B9V
065.088750	+27.350833	1348	 52Phi Tau	 27382	 3137	         	 4.95	 1.15	  K1III
064.906250	+10.121389	1349	          	 27386	     	         	 6.31	 1.43	  K0
065.388333	+46.498889	1350	 53    Per	 27396	     	V469 Per 	 4.85	-0.03	  B4IV
064.990417	+14.035278	1351	 57    Tau	 27397	     	V483 Tau 	 5.59	 0.28	  F0IV
065.741250	+59.616389	1352	          	 27402	 3146	 1566    	 6.19	     	  A4V
064.655833	-22.970278	1353	          	 27411	     	         	 6.07	 0.30	  Am
065.104583	+18.742500	1354	          	 27429	     	         	 6.12	 0.37	  F3:V
064.120417	-59.301944	1355	   Eps Ret	 27442	     	         	 4.44	 1.08	  K2IVa
065.151250	+15.095278	1356	 58    Tau	 27459	     	V696 Tau 	 5.26	 0.22	  F0V
064.087917	-60.948611	1357	          	 27463	     	TT Ret   	 6.37	 0.07	  ApEuCrSr:
065.220000	+13.864167	1358	          	 27483	     	         	 6.17	 0.46	  F6V
064.762500	-33.905000	1359	          	 27490	     	         	 6.37	 0.13	  A3V
065.171667	 +6.130833	1360	          	 27497	     	         	 5.77	 0.92	  G8III-IV
065.204167	 +9.225556	1361	          	 27505	     	         	 6.53	 0.15	  A4V
065.161250	 -6.245556	1362	          	 27536	     	EK Eri   	 6.27	 0.91	  G8IV:
065.178333	 -7.592500	1363	          	 27563	     	EM Eri   	 5.85	-0.13	  B5III
064.819167	-44.268056	1364	          	 27588	     	         	 5.34	 1.08	  K2III
064.666667	-52.860000	1365	          	 27604	     	         	 6.09	 0.49	  F7IV-V
065.362917	 -0.098056	1366	          	 27611	 3152	         	 5.86	 1.32	  K3III
065.162500	-20.639722	1367	          	 27616	     	         	 5.38	-0.02	  A2V
065.514583	+14.077222	1368	 60    Tau	 27628	     	 V775 Tau	 5.72	 0.32	  A3m
065.645417	+25.629167	1369	 59Chi Tau	 27638	 3161	         	 5.37	-0.05	  B9V
065.595000	+20.821389	1370	          	 27639	 3158	         	 5.91	 1.66	  M0IIIab+A,F
065.899583	+42.428056	1371	          	 27650	 3172	         	 6.23	 0.00	  A1pSi
064.417500	-63.255556	1372	   The Ret	 27657	     	 1556    	 5.87	-0.07	  B9III-IV
065.733750	+17.542500	1373	 61Del1Tau	 27697	     	 1582    	 3.76	 0.98	  K0-IIICN0.5
065.380417	-25.728333	1374	          	 27710	 3159	 1574    	 6.01	 0.35	  F0IV-V
065.885000	+20.982222	1375	          	 27742	     	         	 5.99	 0.03	  B8IV-V
065.854167	+16.777222	1376	 63    Tau	 27749	     	Var?     	 5.64	 0.30	  A1m
066.121667	+34.130556	1377	 55    Per	 27777	     	         	 5.73	-0.06	  B8V
065.999167	+24.301111	1378	 62    Tau	 27778	 3179	         	 6.36	 0.17	  B3V
066.155833	+33.959722	1379	 56    Per	 27786	 3188	 1592    	 5.76	 0.40	  F4V
066.024167	+17.443889	1380	 64Del2Tau	 27819	     	         	 4.80	 0.15	  A7V
065.966250	 +9.460833	1381	 66    Tau	 27820	 3182	         	 5.12	 0.07	  A3V
066.753750	+57.585278	1382	          	 27855	 3203	         	 6.32	 0.04	  A0III
065.920000	 -3.745556	1383	 42Xi  Eri	 27861	     	 1590    	 5.17	 0.08	  A2V
065.773750	-24.892222	1384	          	 27881	     	 1588    	 5.83	 1.51	  K5
066.237917	+19.041667	1385	          	 27901	     	         	 5.98	 0.37	  F4V
065.782083	-35.545000	1386	          	 27941	     	         	 6.39	 1.24	  K1III
066.342083	+22.293889	1387	 65Kap1Tau	 27934	 3201	 1593    	 4.22	 0.13	  A7IV-V
066.354167	+22.199722	1388	 67Kap2Tau	 27946	 3201	 1594    	 5.28	 0.25	  A7V
066.372500	+17.928056	1389	 68Del3Tau	 27962	 3206	V776 Tau 	 4.29	 0.05	  A2IV
066.526250	+31.438889	1390	          	 27971	     	         	 5.28	 0.97	  K1III
066.405417	+15.940833	1391	 70    Tau	 27991	     	         	 6.46	 0.49	  F7V
066.577083	+22.813611	1392	 69Ups Tau	 28024	     	Ups Tau  	 4.28	 0.26	  A8Vn
066.009167	-34.016944	1393	 43    Eri	 28028	     	         	 3.96	 1.49	  K4III
066.586667	+15.618333	1394	 71    Tau	 28052	     	V777 Tau 	 4.49	 0.25	  F0V
065.472083	-63.386389	1395	   Eta Ret	 28093	     	         	 5.24	 0.96	  G8III
066.651667	+14.713611	1396	 73Pi  Tau	 28100	     	         	 4.69	 0.98	  G7IIIaFe-1
066.587917	 +8.590278	1397	          	 28114	     	         	 6.06	 0.02	  B6IV
066.235000	-34.757778	1398	          	 28143	     	         	 6.55	 0.44	  F2III
066.822917	+22.996389	1399	 72    Tau	 28149	     	         	 5.53	-0.10	  B7V
066.752917	 +2.079444	1400	          	 28191	     	         	 6.23	 1.09	  K1III
068.377917	+72.528611	1401	          	 28204	 3267	         	 5.94	 0.30	  A8m
066.870000	+11.212500	1402	          	 28217	 3228	         	 5.88	 0.05	  B8IV
067.003333	+21.620000	1403	          	 28226	     	         	 5.72	 0.27	  Am
066.329583	-44.160833	1404	          	 28246	     	         	 6.39	 0.44	  F6V
066.050833	-57.071389	1405	          	 28255	     	         	 6.29	 0.66	  G4V
067.216250	+30.361389	1406	          	 28271	 3243	         	 6.40	 0.52	  F7V
067.110000	+16.359722	1407	 75    Tau	 28292	     	 1609    	 4.97	 1.13	  K2III
067.097500	+14.740833	1408	 76    Tau	 28294	     	         	 5.90	 0.32	  F0IV
069.121667	+23.340833	1459	          	 29169	     	 1663    	 6.02	 0.38	  F5IV
067.154167	+19.180278	1409	 74Eps Tau	 28305	     	         	 3.53	 1.01	  G9.5IIICN0.5
066.737500	-24.081389	1410	          	 28312	 3230	         	 6.11	 0.14	  A2
067.143750	+15.962222	1411	 77The1Tau	 28307	     	         	 3.84	 0.95	  K0IIIbFe-0.5
067.165417	+15.870833	1412	 78The2Tau	 28319	     	The2 Tau 	 3.40	 0.18	  A7III
067.015000	 +1.858611	1413	          	 28322	     	         	 6.15	 1.02	  G9III
067.209167	+13.047500	1414	 79    Tau	 28355	     	         	 5.03	 0.23	  A7V
067.133750	 +1.380833	1415	          	 28375	     	         	 5.55	-0.10	  B3V
066.272083	-61.238333	1416	          	 28413	     	         	 5.94	 1.54	  K4-5III
068.007500	+53.910833	1417	  1    Cam	 28446	 3274	Var?     	 5.77	 0.18	  B0III
066.775000	-46.947500	1418	          	 28454	     	         	 6.10	 0.46	  F5-6V
067.659583	+32.458056	1419	          	 28459	     	         	 6.21	-0.04	  B9.5Vn
067.428750	+10.521667	1420	          	 28475	     	         	 6.79	 0.09	  B5V
067.162500	-19.458333	1421	          	 28479	     	         	 5.96	 1.22	  K1III
067.535833	+15.638056	1422	 80    Tau	 28485	 3264	         	 5.58	 0.32	  F0V
067.278750	-13.048333	1423	          	 28497	     	DU Eri   	 5.60	-0.23	  B1Vne
067.850000	+40.010278	1424	          	 28503	 3273	         	 6.26	 0.04	  B8V
067.510000	+10.262500	1425	          	 28505	     	         	 6.48	 1.03	  G8III
064.496250	-80.213889	1426	   Del Men	 28525	     	 1591    	 5.69	 0.84	  K2-3III+A
067.640417	+16.193889	1427	          	 28527	     	 1627    	 4.78	 0.17	  A6IV
067.662083	+15.691944	1428	 81    Tau	 28546	     	         	 5.48	 0.26	  A5m
067.039167	-41.960000	1429	          	 28552	     	 1615    	 6.44	 1.64	  M1III
067.655417	+13.724444	1430	 83    Tau	 28556	     	         	 5.40	 0.26	  F0V
067.540417	-13.592222	1431	          	 28625	     	         	 6.24	 1.00	  G5
067.965833	+15.851667	1432	 85    Tau	 28677	     	 1640    	 6.02	 0.34	  F4V
067.333333	-46.515278	1433	          	 28700	     	         	 6.16	 1.06	  K1III
068.353750	+43.063889	1434	 57    Per	 28704	     	         	 6.09	 0.38	  F0V
066.941250	-62.520833	1435	          	 28732	     	         	 5.75	 1.01	  K0III
068.020000	 +5.410000	1436	          	 28736	     	         	 6.39	 0.42	  F5V
067.969583	 -0.043889	1437	 45    Eri	 28749	     	         	 4.91	 1.32	  K3II-III
067.857917	-13.645000	1438	          	 28763	 3284	         	 6.21	 0.12	  A3V
067.667917	-35.653611	1439	          	 28776	     	         	 5.96	 1.00	  K0II
069.100833	+64.261667	1440	          	 28780	     	         	 5.94	-0.03	  A1V
068.155833	 -3.209167	1441	          	 28843	     	DZ Eri   	 5.81	-0.14	  B9III
068.387083	+18.016667	1442	          	 28867	 3297	         	 6.25	 0.07	  B9IVn
067.708750	-44.953889	1443	   Del Cae	 28873	     	Var?     	 5.07	-0.19	  B2IV-V
068.462083	+14.844444	1444	 86Rho Tau	 28910	     	Rho Tau  	 4.65	 0.25	  A8V
068.658333	+28.961111	1445	          	 28929	 3304	         	 5.88	-0.06	  B9pHg
068.450417	 +9.413056	1446	          	 28930	     	         	 6.01	 1.06	  G8III
068.341667	-10.785833	1447	          	 28970	     	         	 6.06	 1.38	  K0
068.534583	 +5.568611	1448	          	 28978	     	         	 5.68	 0.05	  A2V s
068.478333	 -6.738889	1449	 46    Eri	 29009	 3305	EH Eri   	 5.72	-0.13	  B9pSi
068.559167	 -6.837778	1450	          	 29063	     	         	 6.09	 1.38	  K2III
068.548333	 -8.231389	1451	 47    Eri	 29064	     	DV Eri   	 5.11	 1.70	  M3III
068.548750	 -8.970278	1452	          	 29065	     	         	 5.26	 1.47	  K4III
068.377500	-29.766667	1453	 50Ups1Eri	 29085	     	 1650    	 4.51	 0.98	  K0IIICN-1
069.172500	+41.264722	1454	 58    Per	 29094	     	         	 4.25	 1.22	  K4III+A3V
068.927917	+19.881667	1455	          	 29104	 3316	         	 6.36	     	  G5II-III+A-F
065.241250	-81.580000	1456	   Nu  Men	 29116	     	         	 5.79	 0.35	  F0-2III
068.980000	+16.509167	1457	 87Alp Tau	 29139	 3321	Alp Tau  	 0.85	 1.54	  K5+III
068.913750	+10.160833	1458	 88    Tau	 29140	 3317	 1658    	 4.25	 0.18	  A5m
068.808333	 -9.736667	1460	          	 29173	 3318	         	 6.37	 0.11	  A1m
068.752083	-19.920556	1461	          	 29184	     	         	 6.13	 1.17	  K3III
069.006667	 -3.611944	1462	          	 29227	 3328	         	 6.33	-0.10	  B7III
069.079583	 -3.352500	1463	 48Nu  Eri	 29248	     	Nu  Eri  	 3.93	-0.21	  B2III
068.887500	-30.562222	1464	 52Ups2Eri	 29291	     	         	 3.82	 0.98	  G8IIIa
068.499167	-55.045000	1465	   Alp Dor	 29305	     	Alp Dor  	 3.27	-0.10	  A0IIISi
069.992083	+53.473056	1466	  2    Cam	 29316	 3358	         	 5.35	 0.32	  A8V
069.977917	+53.079722	1467	  3    Cam	 29317	 3359	 1681    	 5.05	 1.07	  K0III
071.501250	+76.611111	1468	          	 29329	     	         	 6.49	 0.51	  F7V
069.307083	 +0.998333	1469	          	 29335	     	 1671    	 5.31	-0.12	  B7V
069.623333	+26.940000	1470	          	 29364	 3353	 1676    	 6.47	     	  F2V:
069.565833	+20.684722	1471	          	 29365	     	HU Tau   	 5.92	-0.05	  B8V
069.539167	+16.033333	1472	 89    Tau	 29375	     	         	 5.79	 0.31	  F0V
069.539583	+12.510833	1473	 90    Tau	 29388	     	         	 4.27	 0.12	  A6V
069.400417	 -2.473333	1474	 51    Eri	 29391	 3350	         	 5.23	 0.28	  F0V
068.391667	-62.823611	1475	          	 29399	     	 1659    	 5.79	 1.04	  K1III
069.212083	-30.716667	1476	          	 29435	     	         	 6.30	-0.10	  B9IV-V
069.846250	+25.218333	1477	          	 29459	     	         	 6.22	 0.16	  A5Vn
069.788333	+15.799722	1478	 91Sig1Tau	 29479	     	         	 5.07	 0.15	  A4m
069.818750	+15.918056	1479	 92Sig2Tau	 29488	     	         	 4.69	 0.15	  A5Vn
069.775833	 +7.870833	1480	          	 29499	     	         	 5.39	 0.26	  A5m
069.545000	-14.303889	1481	 53    Eri	 29503	     	         	 3.87	 1.09	  K2IIIb
070.350417	+48.300833	1482	          	 29526	     	         	 5.67	-0.02	  A0V
069.723333	-12.123056	1483	          	 29573	     	         	 5.01	 0.07	  A2IV
070.014167	+12.197778	1484	 93    Tau	 29589	     	         	 5.46	-0.12	  B8IV
065.712083	-82.899167	1485	          	 29598	     	         	 6.76	 0.20	  A7IV-V
070.825417	+59.520833	1486	          	 29606	 3391	         	 6.50	     	  A7IV
069.832083	-14.359167	1487	          	 29613	     	         	 5.45	 1.06	  K1IVa
069.946667	 -1.052778	1488	          	 29610	     	         	 6.10	 0.94	  K0
070.459583	+38.280278	1489	          	 29645	     	         	 5.99	 0.57	  G0V
070.332500	+28.615000	1490	          	 29646	 3379	         	 5.78	-0.03	  A2V
072.209583	+75.941111	1491	          	 29678	     	         	 6.06	 0.28	  A9IV
069.190000	-62.077500	1492	          	 29712	     	R Dor    	 5.40	 1.58	  M8eIII:
070.840000	+49.973889	1493	          	 29721	     	         	 5.87	 0.02	  B9III
070.726250	+43.365000	1494	 59    Per	 29722	     	         	 5.29	 0.00	  A1Vn
070.028333	-24.482500	1495	          	 29737	     	         	 5.58	 0.92	  G6III
070.110417	-19.671667	1496	 54    Eri	 29755	 3380	DM Eri   	 4.32	 1.61	  M4III
070.561250	+22.956944	1497	 94Tau Tau	 29763	     	         	 4.28	-0.13	  B3V
069.767917	-51.672778	1498	          	 29805	     	         	 6.44	 1.32	  K2III
070.807500	+24.088889	1499	 95    Tau	 29859	     	         	 6.13	 0.54	  F7IV-V
071.053750	+40.786944	1500	          	 29866	     	         	 6.08	 0.06	  B8IVne
070.951250	+32.865278	1501	          	 29867	     	         	 6.45	     	  A8V
070.140417	-41.863889	1502	   Alp Cae	 29875	     	Var?     	 4.45	 0.34	  F2V
070.514583	-37.144444	1503	   Bet Cae	 29992	     	         	 5.05	 0.37	  F1V
070.076250	-58.943611	1504	          	 30003	     	         	 6.53	 0.68	  G5V
070.894167	 -8.793611	1505	 55    Eri	 30020	 3409	DW Eri   	 6.82	 0.39	  F4IIIpSr
070.896250	 -8.796111	1506	 55    Eri	 30021	 3409	         	 6.70	 0.92	  G8III
071.107500	+11.146111	1507	          	 30034	     	 1705    	 5.40	 0.25	  F0V
071.022083	 -8.503611	1508	 56    Eri	 30076	     	DX Eri   	 5.90	-0.11	  B2Ve
070.788750	-30.765556	1509	          	 30080	     	         	 5.68	 1.41	  K2III
072.651667	+70.941667	1510	          	 30085	     	         	 6.37	-0.08	  A0IV
072.001250	+56.757222	1511	  4    Cam	 30121	 3432	         	 5.30	 0.25	  A3m
071.427083	+23.628056	1512	          	 30122	     	         	 6.35	 0.06	  B5III
071.033333	-18.666667	1513	          	 30127	     	         	 5.53	 0.02	  A3V
071.685000	+40.312778	1514	          	 30138	     	         	 5.97	 0.93	  G9III
072.029167	+55.602500	1515	          	 30144	     	         	 6.26	     	  F0
070.693333	-50.481389	1516	   Lam Pic	 30185	     	         	 5.31	 0.98	  K0-1III
071.570000	+18.735000	1517	          	 30197	     	         	 6.01	 1.21	  K4III
070.934167	-41.064722	1518	          	 30202	     	         	 6.25	 1.46	  K3-4III
071.507083	+11.705556	1519	          	 30210	     	         	 5.37	 0.19	  A2m
071.375417	 -3.254722	1520	 57Mu  Eri	 30211	     	         	 4.02	-0.15	  B5IV
071.267500	-21.283611	1521	          	 30238	     	         	 5.72	 1.47	 gK2
071.600417	 -2.954444	1522	          	 30321	     	         	 6.33	 0.04	  A2V
075.086250	+81.193889	1523	          	 30338	     	         	 5.07	 1.28	  K3III
071.456667	-34.005000	1524	          	 30397	     	         	 6.86	 0.00	  A0V
071.607500	-28.087500	1525	          	 30422	     	         	 6.19	 0.19	  A3IV
071.480833	-39.356667	1526	          	 30432	     	         	 6.05	 1.07	  K1III
073.021667	+63.505278	1527	          	 30442	     	         	 5.44	 1.57	  M3IIIab
072.329167	+32.588333	1528	          	 30453	     	         	 5.86	 0.24	  A8m
072.303333	+31.437222	1529	          	 30454	     	         	 5.58	 1.12	  K2III
071.087917	-59.732778	1530	   Kap Dor	 30478	     	Var      	 5.27	 0.20	  A8-9III-IV
069.590417	-77.656111	1531	          	 30479	     	         	 6.05	 1.10	  K2III
071.901250	-16.934444	1532	 58    Eri	 30495	     	         	 5.51	 0.63	  G2.5V
072.477500	+37.488333	1533	          	 30504	     	         	 4.88	 1.44	  K3.5IIIBa0.2:
072.185833	 +3.588333	1534	          	 30545	     	         	 6.03	 1.19	  K1III
072.788750	+48.740833	1535	          	 30557	     	         	 5.66	 0.99	  G9III
072.151250	 -5.673889	1536	          	 30562	     	         	 5.78	 0.62	  F8V
072.433750	+15.904167	1537	 96    Tau	 30605	 3464	         	 6.08	 1.60	 gK3
072.135417	-16.329444	1538	 59    Eri	 30606	     	         	 5.77	 0.55	  F6V
071.956667	-30.020278	1539	   Zet Cae	 30608	     	         	 6.37	 1.07	  K1IV
071.241250	-63.229722	1540	          	 30610	     	 1718    	 6.46	 1.08	  K0-1III
070.766250	-70.931111	1541	   Mu  Men	 30612	     	         	 5.54	-0.12	  B8II-IIISi:
073.512500	+66.342778	1542	  9Alp Cam	 30614	     	         	 4.29	 0.03	  O9.5Ia
072.460000	 +6.961389	1543	  1Pi 3Ori	 30652	     	 1731    	 3.19	 0.45	  F6V
072.652917	 +8.900278	1544	  2Pi 2Ori	 30739	     	         	 4.36	 0.01	  A1Vn
072.425833	-13.769722	1545	          	 30743	     	         	 6.26	 0.44	  F5V
073.290833	+52.840833	1546	          	 30752	     	         	 6.41	     	  A2V
072.843750	+18.839722	1547	 97    Tau	 30780	     	V480 Tau 	 5.10	 0.21	  A7IV-V
